text,label,char_count,word_count
An ɗaure wasu ɓarayin yanar-gizo jiya da daddare.,hausa,49,8
Kowa yana son zanen gida mai kyau.,hausa,34,7
"You see, American Capitalism is based on the principle that those with money make the rules, and that government should surrender all control over financial activity and markets, allowing the markets themselves to determine prices and those with money to dictate the rules to those without means.",English,296,47
Awọn ile-iṣẹ agbofinro wa ni awọn èbúté ọkọ ojú omi,yoruba,51,10
An alaƙanta yawan cin gyaɗa da fitowar kuraje a fuska,hausa,53,10
Àwọn yàrá ìkẹ́kọ̀ọ́ yóò pọ̀ síi ní ilé ìwé gíga yunifásítì yìí ní àwọn ọdún díẹ̀ síi.,yoruba,85,17
"In 2006, WHOI biologist Sonya Dyhrman along with other WHOI colleagues initiated a field and laboratory study with this phytoplankton group, which is plentiful in low-nutrient warm tropical and subtropical waters.",English,213,31
Za ka samu tumatir mai kyau a kasuwar tumatiri da kayan marmari na dei dei Abuja.,hausa,81,16
"Ọ na-abụ nna kpuchaa isi, ọ bịa ya mmiri ọkụ",igbo,44,10
This article will help you distinguish common foliage grown begonias for the home and garden.,English,93,15
"Sensing the monetary potential of people, who've cash but no stock market data, a few investing corporations created mutual funds.",English,130,20
Here is meaning of Idhar Ki Udhar Karna in hindi.,English,49,10
Jami'an tsaron tashar jirgin saman sun kama wani fasinja jiya.,hausa,62,10
Ìyá mi yóò wà sí ìgbéyàwó mí,yoruba,28,7
An ba da shawarar chemotherapy don mugun nau'in ciwon daji na Musa.,hausa,67,12
Kurkukun kirkiri na ɗaya daga cikin gidajen yarin da aka fi shan wuya a Najeriya.,hausa,81,15
Kar ka je kasuwa ran Litinin!,hausa,29,6
Naijiria nwetara nwere onwe ha n'afo 1960,igbo,41,7
Some people may find themselves going over and over the same distressing thoughts about the past or future.,English,107,18
Màá gún iyán ní ọjọ́ ajé.,yoruba,31,6
Wọ́n ń ṣe ìrànlọ́wọ́ láti ṣàkóso ìwọ̀n ṣúgà ẹ̀jẹ̀.,yoruba,50,9
Agwara ya na ọ bụ maazi Okeke nwe ala ahụ,igbo,41,10
"Russia has denounced an agreement to strengthen the OPCW's ability to investigate and attribute blame for chemical weapons use, and Western governments say Moscow has sought to interfere with the work of the OPCW.",English,213,34
Measurements of the development of the seal contact width and the aluminum jacket thickness are done with an optical microscope.,English,128,20
Aláboyún tí kò ṣọ́ra ṣe máa ń pàdánù oyún rẹ̀,yoruba,45,10
There is great potential for this building to bring transformation to many families through a variety of programs and ministries.,English,129,20
"He went on to explain that the natives did in fact make their purchases at the rate of two cocaos, the cost or value placed on the cocaos by the foreigners was 200 cocao beans for a Spanish real or a sixpence being four cents in our day.",English,237,48
"Tunde ni o kí onídìrí náà wípé ""Ooya a yà ó""",yoruba,44,11
We conclude that laboratory-based surveillance alone will underestimate the incidence of primary BSI and thus jeopardize benchmarking.,English,134,17
"BAGRAM, Afghanistan -- U.S. jets struck Taliban front-line positions Monday as the United States tried to pave the way for the opposition to advance on Kabul and other major cities.",English,181,30
"Broken Bones - While minor injuries may be common from a normal airbag deployment, we've seen many victims with serious and catastrophic injuries resulting from excessive force deployments.",English,189,28
"Bẹẹ̀ni, mò fọ́ awọn osàn nígbà tí a bá padà lati ọ̀já náà",yoruba,57,13
Ó fún akéèkòó náà ni ohun ikose láti ko isé sí ojú pátákó ìkọ̀wé,yoruba,64,14
Ìsọ̀rọ̀-ǹ-gbèsì ni ìtàkurọ̀sọ máa ń jẹ́.,yoruba,40,6
Okọ̀ ojú omi náà máa de ní ọ̀sẹ̀ tó ń bọ̀,yoruba,41,11
Àfọ̀njà ni Ààrẹ Ọ̀nà Kakaǹfò àkọ́kọ́ nílẹ̀ Yorùbá,yoruba,49,8
Mi ò mò,yoruba,7,3
Naga wata mata tana daka sakwara.,hausa,33,6
"Sóṣú sáyẹ́ǹsì jẹ́ ẹ̀kọ́ ti ènìyàn ní ìdádúró , agbègbè àti àwùjọ, ìhùwàsí àti Ìbáṣepọ̀ pẹ̀lú ara wọn",yoruba,100,18
"Ee, akpọrọ m onye plọmba áhụ̀ mana ọ bịaghị.",igbo,44,9
Eré aláwàdà ni bàbá sùwé má ń ṣe,yoruba,32,8
Ẹ̀rù ba àwọn olè náà nígbà tí wọ́n rí àwọn ènìyàn nínú aṣọ ọlọ́pàá.,yoruba,67,14
Nri dị na Protịa Họtelu dị oke ọnụ.,igbo,35,8
Fahimtata na imani daban-daban yana taimaka mini wajen kiyaye jituwa a cikin al'ummomi daban-daban.,hausa,99,14
Bẹ́ẹ̀ni arin Kọ́tìn láti ara irúgbìn,yoruba,36,6
"Located 96 air miles from the Nakina airbase, Peninsular Lake is nestled in the Albany River Watershed and stretches 15 miles long and 6 miles wide.",English,148,26
A Life of William Shakespeare.,English,30,5
The mean thyroid volumebody mass ratio was significantly higher in the study group P0.001.,English,94,14
Coci waje ne da kiristoci suke bauta.,hausa,37,7
Kaya kala huɗu nake son na biƙin sallah !,hausa,41,9
Ruwa ya ɗauke a ɗakin ɗalibai.maza.,hausa,35,6
I ga-enye m mmanya ahụ!,igbo,23,5
za a dauki sababbin ɗalibai,hausa,27,5
"One of the flares is the most powerful solar eruption of the year, so far.",English,74,15
Ndị na aba ụgbọelu na ọdụ ụgbọelu ka na akpọ passengers,igbo,55,11
"As proof, Keller points to fossils of microscopic organisms called foraminifera and fossil burrows present in the limestone layer.",English,130,19
Ọkùnrin tí ó bu ẹwà sí Fílàgì Nàìjíríà ni Táíwò Akínkúnmi,yoruba,57,11
Gidajen killatattu nawa ne a Nigeria?,hausa,37,6
Jamiu ya rasa kafarsa a lokacin da ake fama da rashin lafiya a cikin saurayin wasu shekaru da suka wuce,hausa,103,20
Rawar gargajiya muhimmiyar bangare ce na al'adun Najeriya.,hausa,58,8
wace kotu aka Maida shari'a r?,hausa,30,6
A ga-egbu ndị niile na-eyi ọha egwu mgbe m ga-abụ onyeisi oche,igbo,62,12
Ndị njem na-agba tiketi n'ọdịnihu maka njem ha.,igbo,47,8
Ba za ka fita hutun rabin lokaci ba a'mako biyu mai zuwan! Malama Joan ta ce ma yaran makarantan firamarin.,hausa,107,20
"The Meqdad clan abducted the men on Aug. 15 in what they said was a response to the capture of one of their kinsmen in Damascus by the Free Syrian Army, the armed wing of a revolt which aims to topple Syrian President Bashar Assad.",English,231,45
"In C. Comella, Encyclopedia of Movement Disorders, Elsevier New York.",English,70,10
Mo rí ara mi gẹ́gẹ́ bí onímọ̀ ẹ̀dá-èdè tó yege ní bíi ọdún mẹ́ta tó ń bọ̀,yoruba,73,17
A da ba'a yawan kiwon kaji don sayarwa,hausa,38,8
"Much the same charges were levelled by Villebon at other settlers and officials and it seems clear that there was an unfortunate atmosphere of intrigue, bickering, and trouble making which may have been sparked in part by Villebon's own illegal involvement in the fur trade.",English,274,45
Kó àwọn pépéyẹ sínú ibùgbé wọn!,yoruba,31,6
"Awọn fọ, gẹgẹbi awọn èṣinṣin ilẹ̀, le jẹ̀ awọn àpánírùn fun awọn àìsàn, tí o n fà awọn ìtálàyà imọtọ̀tọ̀ ni Nigeria.",yoruba,116,22
E nwere ụlọ obibi nke ndị dị handikap,igbo,37,8
tana tafe tana wasa da awarwarun hannun ta,hausa,42,8
Na ci kek jiya,hausa,14,4
"What started as a mathematical trick designed to factor an equation and yield insight into the electron therefore yielded an entirely new particle and, indeed, an entirely new type of matter--antimatter, the discovery of which fundamentally altered our understanding of the physical universe.",English,292,43
Sashen zai fara darussa gobe.,hausa,29,5
"Ee, ahụrụ m mgbasa ozi dị ndụ .",igbo,31,8
Ṣé bàbá rẹ ti dé láti ibi -iṣẹ́?,yoruba,32,8
Agwọ ahụ ga-agbanwegori akpụkpọ ahụ ya tupu echi,igbo,48,8
Pan-frying ní o músẹ́yá fun síse ounje olóòrun didùn lóde oní,yoruba,61,11
What is a crontab also known as a cron job?,English,45,10
The system is capable of verifying digital certificates from multiple CA's.,English,75,11
Họtelu nke butik ka udiri họtelu ndị ọzọ pee mpe,igbo,48,10
Ndị clippers na-enweghị atụ na-ebufe ọrịa ndị na-egbu ndụ n'ụzọ dị mfe.,igbo,71,12
Lọ ṣe màkàrónì náà!,yoruba,19,4
Aha nwa ọhụrụ m bụ Mmachukwu.,igbo,29,6
Ụfọdụ ndị mmadụ na-enwe mmasị itinye akwa ma ha na-esi nri Indomi,igbo,65,12
"Global warming or not, our cities are warming, and will continue to do so.",English,74,14
With toys and colouring to keep your toddlers entertained.,English,58,9
What is its significance?,English,25,4
"In general, people recognize and process the meaning of words faster if the words have a positive emotional slant.",English,114,19
"Ray spends a surprising number of lines and quote-mines to argue that mutations are random this is in connection with a misunderstanding of punctuated equilibria, which Ray apparently thinks means that environmental pressures can cause a lizard to lay an egg that hatches out into a robin.",English,291,47
Ọ̀pọ̀lọpọ̀ ọdún sẹ́yìn ẹsẹ̀ ni àwọn babá ńlá wa máa fi ń rìn.,yoruba,61,13
Frohlich said there's been a lot of interest in human causes of Texas earthquakes in relation to the injection of fluids into the ground.,English,137,24
Agbenusọ náà máa tó dé.,yoruba,28,5
Muna ɗakin naurar komfuta.,hausa,26,4
A kasashen turai auren mata ɗaya kacal doka ta yadda da dashi,hausa,61,12
A healthy and nutrient-dense treat which is a must when you need comfort food.,English,78,14
Kedu ebe ebe ina edebe ihe iji akpụ isi.,igbo,40,9
Olùkọ́ni ìmọ ẹ̀dá èdè ni a yàn gẹ́gẹ́ bí àdénì ní ìsòrí ẹka ẹ̀kọ́ àátì.,yoruba,71,15
"In order to comply with this mandate, colleges and universities that receive Federal assistance must assure that the same educational programs and services offered to other students are available to students with disabilities.",English,226,33
Ị gara sịnịma taa?,igbo,18,4
City of Hampton and Chesapeake Bay Foundation will host a press conference discussing how they plan to reduce flooding and pollution.,English,133,21
The 87 new HLA allele sequences identified in the 11th Workshop provided further documentation of the extraordinary diversity of the HLA complex that can be detected by the multiplicity of DNA typing methods now available.,English,222,35
Pásẹlí jè ilé ẹkọ áfọjù ni Nàijiriá,yoruba,43,7
Azụ ọkpọr bụ narị naịra abụọ na iri ise,igbo,39,9
Oba náà yio bá ará ìlú sòrò ni gbàgede ìlú,yoruba,42,10
One of most significant Latvian traditional event is kūlas dedzināšana or cool burning in Latvenglish burning of dry grass which is held every spring all over the Latvia.,English,172,28
It is quickly becoming evident that computer science is a necessary component of students' education to prepare them for the demands of increasingly tech-focused 21st century careers.,English,183,27
"Ee, zan iya aikin sharan",hausa,24,5
"Agaghị m anọdụ ala na pillion ahụ, ọ dọwara adọwa",igbo,49,10
Kò dára kí àwọn kìristíèni ma sin awõn orísà kékékè.,yoruba,52,10
Ṣé aṣọ ọkùnrin nìkan ni o máa ń wọ̀ ni?,yoruba,39,10
"That work has grown to address the societal concerns of the 21st century including business etiquette, raising polite children and civility in America.",English,151,23
Onye nche ọnụ ụzọ bụ onye na-ahụ maka imeghe na imechi ọnụ ụzọ ámá,igbo,66,14
Nna m zụtara nkume eji arụ ụlọ anyị.,igbo,36,8
"Ee, Uko bụ onye regịstrá.",igbo,25,5
Ludo bụ egwuregwu mmadụ anọ ma ọ bụ obere.,igbo,42,9
Olori ilé ìwé obìnrin tàbí ọkùnrin ni ó wà ní ìṣàkóso gbogbo ǹkan nílé ìwé náà.,yoruba,79,16
Ndidi ga-edozi breki ọkada ahụ n'ụtụtụ echi,igbo,43,7
"Wash less often Most people wash their hair too often, stripping back the protective oils from the scalp and hair.",English,114,20
M ga-agakwuru dọkịta maka ụkwara m na-adịgide adịgide.,igbo,54,8
Ọtụtụ ndị mmadụ na-ete agba n'ụlọ ha ma ha wuchaa ya.,igbo,53,11
Õrè ré máa lọ rí ní ẹ̀wọ̀n.,yoruba,27,7
Kuna aron lauje ne idan za ku girbe shinkafa?,hausa,45,9
olórí àwọn ọmọbìnrin tí yá aṣọ rẹ.,yoruba,34,7
"The US Department of Energy's DOE days as a financier of clean technologies are over thanks to the Solyndra backlash, but budget cuts would have prevented the department from functioning in that role anyway, according to NRG Energy's chief executive.",English,252,40
Academic Press New York.,English,25,4
Maazi eze ga ebu pu executive officer na ulo ikpe,igbo,49,10
Irun gígẹ̀ jẹ́ òkan lárá ònà tí à ń gbà ṣoge.,yoruba,58,11
Some are very particular with the elements that are in the food they eat.,English,73,14
"Ee, aga m azụta oké bekee ocha echi.",igbo,36,8
Is threatened by a fell disease?,English,32,6
Igi gúrọ́fà máa wà ní àárín ọjà.,yoruba,41,7
Matar abokina za ta tafi wari mako mai zuwa ta jirgin kasa,hausa,58,12
Ya gaisheta da safe.,hausa,20,4
ruwan santsin ba zai bar sabulun yayi kumfa ba,hausa,46,9
Amina yau zata noma geronta.,hausa,28,5
An bayar da wata mota ga wani gidan wasanni na yara.,hausa,52,11
"Asteroids are classified as small metallic, rocky bodies that orbit around the sun.",English,83,13
Nwanyị enweghị ike I nye nwanyị ime.,igbo,36,7
Programmes aimed at the general population become increasingly important as the prevalence of HIV rises.,English,104,15
Àwọn ẹbí ọkọ máa kó iṣu àti àwọn èso wá,yoruba,39,10
Farashin dizal yayi tsada.,hausa,26,4
Déọla yóò rá àdírò tuntun ni ọ̀lá..,yoruba,35,7
Kí ni ìjìyà òfin tí wọ́n fún ọ̀daràn náà?,yoruba,41,9
gbé Ijoko igerun wá sí bí,yoruba,25,6
Gidan kula da masu taɓin hankali ya cika.,hausa,41,8
Jisie ike ṅụchaa ọgwụ a!,igbo,24,5
Mo fẹ́ràn láti má jè ọgẹdẹ nitoripe o da lara,yoruba,45,10
shinkafa da miyan alayaho muka dafa,hausa,35,6
"Bẹ́ẹ̀ni, Tolú yóò wá mú ìwé Jámánì ẹ̀.",yoruba,38,8
"For over a century, Italians favored the voice and the violin.",English,62,11
Mechanobiology is currently a major area of research with many new findings reported every year and exciting opportunities for novel discoveries.,English,145,21
Getiman ga-emepe ọnụ ụzọ ámá mgbe akwụkwọ gbasara,igbo,49,8
Australian dollar and Canadian dollar are the weakest.,English,54,8
Fela jè ólórin tó ni ókiki púpò,yoruba,31,7
Ha akwọbiri m osisi ndị ahụ?,igbo,28,6
Ǹjẹ́ onídìrí lè ṣàkóbá fún ara rẹ lákòókò tí ó bá ń ṣerún?,yoruba,58,13
E máa pa àdán mọ́,yoruba,17,5
A'a ina wurin gasar ɓoye-ɓoye yanzun,hausa,36,6
Jeki wajen ƴar'uwarki yanzun nan.,hausa,33,5
Jígà ni á lò láti wú gbọ̀ǹgbọ̀ǹ ńlá tó wà nínú ilẹ̀ náà.,yoruba,56,13
This is useful for writing cost-minimizing and shortest-path algorithms.,English,72,9
Ana amfani da gazal don gira.,hausa,29,6
Adajọ ní ọ n ṣe idajọ ikẹhin ní iyẹwu ilé-ẹjọ,yoruba,45,10
Adájọ́ ju Olu sí ẹ̀wọ̀n ọdún mẹ́wàá pẹ̀lú iṣẹ́ àṣekára,yoruba,54,10
"Salon gashin Gele za su sake farfaɗowa, tare da sabon salo a Kano.",hausa,66,13
igi ni a máà ń gbé,yoruba,18,6
Kò sí ohun tí gbẹ́dọ́-gbẹ́dọ́ fẹ́ fi igi ọ̀gẹ̀dẹ̀ gbẹ́,yoruba,54,10
"Ko wane gauta ja ne, saidai In bai nuna ba.",hausa,43,10
This helps students focus on the key vocabulary skills and information you want them to learn from the lesson.,English,110,19
"Ọ hụrụ akwụkwọ nri, anụ na azụ mmanụ dị na ahụ ya na anya",igbo,57,14
Lọ ki o lo akoko pẹlu ọmọ rẹ dokita paṣẹ.,yoruba,41,10
"A ṣọ Fela Kuti ní Ààrẹ aláwọ̀ dúdú, bàbá 7 àti abàmì ẹ̀dá.",yoruba,58,13
Lágbájá pẹ̀lú ìbòjú rẹ̀ ma ń lo ìlú Yorùbá fún afrobeat láti sọ̀rọ̀ nípa ìṣòro àwùjọ,yoruba,84,16
